Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Time	Fascicle Length R2_F1	Pennation Angle R2_F1	Fascicle Length R2_F2	Pennation Angle R2_F2	
20.047	61.141	0.23709	20.047	31.585	0.50955	32.089	0.541
20.099	56.999	0.25028	20.099	31.459	0.49041	31.955	0.51948
20.151	56.877	0.24268	20.151	31.622	0.48967	32.098	0.5187
20.203	55.754	0.25569	20.203	31.583	0.49077	32.069	0.51948
20.254	54.641	0.26046	20.254	31.635	0.48889	32.116	0.51743
20.306	53.404	0.25991	20.306	31.515	0.4935	32.002	0.52267
20.358	53.615	0.25504	20.358	31.631	0.49025	32.119	0.51892
20.41	53.391	0.25425	20.41	31.495	0.4945	31.986	0.52352
20.462	53.608	0.25617	20.462	31.448	0.49465	31.934	0.52347
20.514	52.616	0.26359	20.514	31.488	0.49638	31.984	0.52507
20.566	52.167	0.27053	20.566	31.529	0.49348	32.027	0.52198
20.618	51.91	0.27391	20.618	31.508	0.49515	32.01	0.52367
20.67	51.532	0.27365	20.67	31.53	0.49429	32.028	0.5226
